,row,label
6061,Nem particionado ele é se fosse,1
6062,Salvaria,1
6063,Vlw,1
6064,"Não, ele que pediu para reiniciar mesmo",1
6065,Foi comando do sistema,1
6066,Mas eu coloquei para atualizar no Windows Update,1
6067,Tem 4 atualizações pendentes,1
6068,Se não podem fazer melhor do que isso ou de outra forma sem ter formatar pra que serve esse suporte esse erro é famoso no YouTube,2
6069,"Ok, combinado.",1
6070,Quando vou tentar entrar em qualquer site da internet,1
6071,O Wi-Fi conectado e aparece issi,1
6072,E está connectado porque consigo mandar impressão por Wi-Fi,1
6073,Ss,1
6074,Tem alguma possibilidade de a câmera dele ter um defeito de fábrica?,1
6075,Não precisa de reparo e nem de formatar precisa de solução para o erro mas ta de boa deixa quieto,2
6076,Quando eu vou instalar no Lenovo Vantage aparece essa mensagem,1
6077,“Este BIOS é somente para o Lenovo Ideapad 330-15 / 17 IKBR.  Tem certeza de que deseja atualizar este BIOS nesta máquina?”,1
6078,O meu é um ideapad 330 normal,1
6079,Então n é necessário?,1
6080,"Não... ja restaurei a configuração de rede, funciona um dia ou dois ou algumas horas e para denovo",1
6081,"Lenovo, seu atendente virtual tem um bug",1
6082,Vou fazer isso,1
6083,comprar um lenovo,1
6084,"Boa tarde formatei um notebook lenovo G450 para reinstalar o windows 7. Agora vem esta mensagem: 'O windows não pode ser instalado nesse disco. O hardware do computador pode não oferecer suporte a inicialização nesse disco, verifique se o controlador de disco está habilitado no menu BIOS do computador.'.",1
6085,é normal aparecer isso?,1
6086,Acho que resolvi. Se surgir problemas novamente eu entro em contato.,1
6087,estou no trabalho o note está em casa,1
6088,então deu certo?,1
6089,Acompanhar reparo,1
6090,Se eu abrir o computador para colocar um SSD nele perde a garantia ou não porque ele já veio com entrada de colocar o DVD ou SSD,1
6091,Número de protocolo 5000279655,1
6092,eu cliquei na outra opcão,1
6093,Você pode mandar por áudio porque eu não entendi muita coisa,1
6094,Estou fazendo o possível pra espalhar a minha insatisfação com a Lenovo,2
6095,"Instagram, reclameaqui e instagram,",1
6096,Eu vou mandando foto aí você vai me dizendo passo a passo Fica muito melhor,1
6097,Pronto agora faça o quê,1
6098,Boa Tarde! solicito o cancelamento do pedido 4334388816,1
6099,solicito o cancelamento do pedido 4334388816,1
6100,É o gerenciador do computador né??,1
6101,Sm,1
6102,"Tudo bem. Estou com uma dúvida sobre rastreamento. Recebi um email dizendo que meu notebook foi enviado de volta e que eu poderia rastreá-lo no site da Lenovo, mas não consegui encontrar essa possibilidade no site",1
6103,Nunca vi um notebook tão ruim,2
6104,"Sinceramente, queria muito que a Lenovo comprasse de mim esse notebook, mas vcs não iriam querer esse problema pra vcs",2
6105,Sim e depois,1
6106,Nem aqui consegue resolver pelo visto,2
6107,Deveria ter pesquisado mais ante de comprar a Lenovo,2
6108,Eu já apertei aí tem atualizar tem habilitar e tinha desabilitar mas eu já pensei isso não precisa apertar de novo,1
6109,Desabilitar?,1
6110,Aí depois?,1
6111,Como o notebook esta carregando o desempenho dele está ótimo,0
6112,soq ainda n testei ele sem estat carregando,1
6113,Que é quando cai o desempenho,1
6114,"Fiquei na dúvida também pelo fato de não aparecer no email como endereço de entrega o número do meu prédio, apenas o apto. É assim mesmo?",1
6115,Quer dizer que se eu quiser colocar mais memória nele pode? Mas tipo assim eu não posso verificar o computador mas eu posso ocupar melhor ne ?,1
6116,E eu tô falando de memória RAM pode?,1
6117,Você pode me dizer uma coisa por enquanto que eu ligo o computador que eu quero saber muito,1
6118,Qual é o máximo que ele pega de memória RAM,1
6119,Eu já reiniciei agora eu faço o quê,1
6120,Muito obrigado pela informação,0
6121,"Esse código de rastreio é do correio, certo? Testei no site deles lá e dá objeto não encontrado",1
6122,Talvez só amanhã?,1
6123,Boa tarde Preciso de uma assistência técnica de vcs em campinas,1
6124,"Ok, então. Obrigado mais uma vez",0
6125,A mesma coisa,1
6126,Nada pelo visto,1
6127,Viu o número?,1
6128,Já passei,1
6129,Sim mas e os drives,1
6130,Porque que eu me lembre os não vem depois que você formata,1
6131,Tem como você me passar o seu WhatsApp,1
6132,gostaria de saber o que significa 8GB (4GB soldado + 4GB slot DDR4 2400MHz). eu procuro um notebook de 8GB.,1
6133,atendimento para comprar,1
6134,Olha tem problema não enviar na caixa original dele ?,1
6135,COMPREI UM COMPUTADOR E GOSTARIA DE SABER SE VCS DÃO ALGUM SUPORTE REMOTO,1
6136,POIS ELE ESTÁ MUITO LENTO E NÃO ABRE AS PASTAS,1
6137,O QUE DEVO FAZER,1
6138,Então vamos fazer o backup não é mesmo eu quero resolver isso kkk,1
6139,Mas eu não tenho CD nem pendrive,1
6140,MEU NOTEBOOK ESTÁ LENTO E NÃO ABRE OS MEUS ARQUIVOS,1
6141,Me ensina mais ou menos como é que é,1
6142,COMO PODE ME AJUDAR?,1
6143,Eu já fiz isso mas eu tô falando do backup,1
6144,Pode me dizer seu nome?,1
6145,Como é que faz uma restauração no pc,1
6146,E depois?,1
6147,Desempenho melhorou sim,1
6148,E a bateria está carregando normal dnv,1
6149,"Obrigado pela ajuda, bom serviço",0
6150,Mas Lembrando que eu não tenho nem CD e nem pendrive,1
6151,Eu apertei agora tá aparecendo aguarde,1
6152,Agora eu faço o quê,1
6153,Se eu entendi bem esse PC não precisa de pen drive e nem de DVD para restaurar né,1
6154,Talvez possa demorar um pouco por causa dos aplicativos fotos e outras coisas a mais né,1
6155,Então você pode me dizer o que eu faço depois,1
6156,Que chegar no 100,1
6157,Ou quando ele chegar a 100 já vai abrir em qual que veio da loja,1
6158,Essa tela que deu nele e não tem possibilidade dela se apagar não né,1
6159,Então quer dizer até amanhã né kkk,1
6160,Mas isso para você que atende?,1
6161,Você é o único atendente,1
6162,Tipo se apertar em qualquer botão aqui por em Gandu,1
6163,Danifica alguma coisa?,1
6164,Tipo vai que você aperta em alguma coisa,1
6165,É porque eu tenho uma gata ela vive andando por cimakkkk,1
6166,Por enquanto depois da atualização não persistiu o problema,1
6167,Vou mexer mais com ele para ver se o erro é persistente,1
6168,Vdd kkk,1
6169,Tudo certo haha,1
6170,Obrigado mesmo,0
6171,Resolveu todos os problemas kk,0
6172,"Boa noite, procuro memória para o ideapad 100-15IBY",1
6173,Por enquanto sim,1
6174,Se voltar eu falo,1
6175,Pe035amk,1
6176,Olha aqui,1
6177,156BGA-EA2,1
6178,Hahahahauau,1
6179,Eu jogo a versão gratuita e bem pouco,1
6180,Vai ser bem difícilll,1
6181,"Opa blz, obg Bom serviço",0
6182,PE02YS3Q,1
6183,cOMEÇAR,1
6184,Estou com problema no meu notebook,1
6185,Pe045yvm,1
6186,meu computador esta dando uma mensagem de licença windows espirando,1
6187,Eu tenho um lenovo ideapad 330 versão I7,1
6188,"E a uns 30 min atrás, eu reiniciei o meu notebook",1
6189,"E quando ele iniciou, apareceu uma mensagem pra eu sair e entrar da minha conta que estava conectada nele",1
6190,"Qnd eu fiz isso, eu notei que mudou o papel de parede do notebook, voltou ao papel de parede que veio assim que eu comprei o notebook",1
6191,quando eu iniciei ele pela primeira vez,1
6192,"todo meu historico de navegação, senhas salvas, configuraçoes em jogos",1
6193,"configuraçoes no notebook, tudo",1
6194,"parece que n tem mais nada, parece que acabei de instalar cada app",1
6195,"e o lenovo vantage, que é o aplicativo que já vem no notebook",1
6196,Não está abrindo,1
6197,aparece uma caixa escrito que a licença windows expira em breve,1
6198,E depois que clico abre nessa parte das configurações,1
6199,"Foi tudo apagado do meu notebook, imagens, downloads",1
6200,"Não deu certo, o problema é de hardware! O computador não funciona por mais de 2 horas e ocorre o 'Blue screen of dead'. Preciso de assistência técnica. o computador está na garantia. Onde posso levar?",1
6201,infelizmente está voltando o erro,2
6202,"opa kkkk li errado, ta td certo",1
6203,E a tecla do notebook onde desliga e liga o microfone do notebook ou headset,1
6204,Não está pegando,1
6205,"e não aparece a imagem de qnd isso acontece, nem do CapsLock ou Num Lock",1
6206,"Eu tambem chequei e vi que esta ativado, mas de vez quem quando da um pop-up falando que expira em breve",1
6207,"os aplicativos da lenovo que estão instalados aqui, não está pegando",1
6208,boa noite! ganhei um pc da lenovo ele nao tem entrada ps2 porem o windows tava danificado quando fui tentar formatalo o teclado nao respondia entao tentei resetar a bios ai agora ele pede pra aperta f1,1
6209,"Não atualizou, não aconteceu nada",1
6210,Ele smp demora mt qnd reinicio ele,1
6211,"qnd botei pra reiniciar, eu fui ao meu quarto atender um telefonema",1
6212,mas não atualizou n,1
6213,Meu displey deu problema,1
6214,Não aparece a imagem,1
6215,o notebook tem mais ou menos 3 meses de uso só,1
6216,Fica toda preta,1
6217,Queria saber se da pra trocar o displey,1
6218,Esse modelo 👆🏻👆🏻,1
6219,Combinado,1
6220,"Coloquei pra atualizar, ai pediu agr pra reiniciar",1
6221,garantia errada,1
6222,Meu notebook está com a garantia errada,1
6223,meu PC está com a garantia errada,1
6224,Se o reparo passar de 250 eu não quero,1
6225,obrigado era somente isto amanha mesmo já realizo a postagem,1
6226,O problema ja foi resolvido.  Muito obrigada.,0
6227,gostaria de saber mais informações do meu pedido 4334386569,1
6228,mudou o site e estou meio perdido,1
6229,Qual o contato,1
6230,Meu PC a tecla ñ funciona,1
6231,"Boa noite, fiz a postagem do laptop hoje, porém quando vocês forem devolver eu não estarei no endereço informado na abertura do chamado, como faço para que vocês enviem para outro endereço?",1
6232,Minha dúvida não tem nada a ver com essas opções.,1
6233,"Eu abri um chamado dia 8 desse mês, no qual fui orientado a enviar o produto para reparo.",1
6234,A tela do meu notebook queimou,1
6235,A tela do notebook queimou,1
6236,S/N : PE035AE1,1
6237,O problema continua,1
6238,meu note lenovo apagou ..,1
6239,acende mas nao liga ..,1
6240,s/n PE03TDOE,1
6241,?????????????????????????,1
6242,DEVEM TA VENDO JOGO DO BRASIL......😠😠😠😠😠,2
6243,"Tenho um IdeaPad 110 14lbR, do nada pararam de funcionar as teclas g e h.",1
6244,Boa noite não consigo rodar o cd de audio no meo notebook,1
6245,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1
6246,PE02ebek,1
6247,não consigo rodar o cd de áudio no notebook,1
6248,????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1
6249,"45064183879 26/01/2000 15051620 rua dos colibri n760 17991507586 (Maurício) 17991501644(Cleide)  mauricio.carvalho.2010@hotmail.com PE03XK25 3.699,00",1
6250,Ele está dando tela azul também,1
6251,Boa noite  Preciso do carregador do ideapad 320 80yH000BR,1
6252,Carregador,1
6253,"Boa noite, não sei se posso tirar duvidas de assistência por aqui",1
6254,"Basicamente: em um momento de irritação, dei um tapa em meu computador e ele apresentou a tela azul. Tentei reiniciar varias vezes e continua igual. Ele fica congelado na tela inicial lenovo e depois apresenta a tela azul.Ele está fazendo um barulho estranho após pensar por uns minutos tbm",1
6255,Poderia ajudar? Grato,1
6256,PE02KYDT,1
6257,"boa noite, estou com problema no microfone do meu notebook",1
6258,Preciso urgente de acionar minha garantia.,1
6259,"Boa noite. Estou com um grande problema, minha tela apresenta linhas horizontais coloridas (Rosa e verde), isso é um sinal de que minha tela esta para queimar. Quero saber como faço para ser assistido pela garantia, pois faz poucos meses que uso meu notebook, e do nada aparece essa linha.",1
6260,PE03XNPC,1
6261,"Por favor, preciso urgente.",1
6262,asil,1
6263,"olá possui um lenovo vibe k6 e estou com problemas no wifi do meu celular. Ele não conecta em nenhuma rede, quando conecta não recebe dados. Este problema surgiu ha algum tempo, porem eu achava que era na rede e não no celular. recentemente o problema se agravou chegando a não reconhecer nenhuma rede wifi. Eu ja resetei para padrão de fabrica, mas não resolveu inclusive não estou conseguindo reinstalar os apps que tinha antes.  Ao pesquisar sobre esse problema na internet vi que já ocorre com usuarios antigos até de outro modelo o k5. Possuo o celular há alguns meses e até então não tinha o que reclamar dele. Mas esse problema esta me tirando do sério, pois sem internet o celular não serve para quase nada. Gostaria de uma solução da empresa o mais rápido possível. Grato!",2
6264,"Olá. Gostaria de fazer uma pergunta sobre um produto de vocês, que é um notebook. Ele vem apresentando um erro persistente e queria saber se é algo q se encaixa na garantia ou não.",1
6265,"Bom dia, desejo acionar a garantia do meu Yoga 520",1
6266,"Bom dia, como faço para acompanhar o reparo de um notebook q foi para  a garantia?",1
6267,Onde encontro esse número de série?,1
6268,Por enquanto não tive mais problemas,1
6269,Alô,1
6270,Vamos,1
6271,Quero acompanhar o reparo do meu produto,1
6272,Eu quero verificar o reparo,1
6273,Não compar,1
6274,Não quero comparar nada,1
6275,Quero saber como anda o reparo do meu notebook,1
6276,Alguém aí?,1
6277,Ahhhh,1
6278,Alguém poderia responder por favor,1
6279,037.258.173-08,1
6280,"Tudo bem, obrigado",0
6281,Ficou pegando tudo beleza,1
6282,Mas deixa eu te fazer uma pergunta é sobre o SSD eu posso ficar com um HD e um SSD no mesmo pc,1
6283,Então eu continuarei a reclamar e a não recomendar a Lenovo,2
6284,"Ok, deu certo aqui",1
6285,Não vou gastar mais que isso se posso comprar outra marca melhor que a Lenovo,2
6286,Pra que gastar em um produto ruim? Perder mais dinheiro?,2
6287,Você sabe aonde fica os aplicativos em segundo plano?,1
6288,"Olha que maravilha, 12x que eu posso pagar outro notebook melhor",1
6289,Muito obrigado por você ter me dado essa força de ter tentado a câmera e me ter das outras informações,0
6290,Obrigado mesmo agradeço muito,0
6291,PE03DE9G,1
6292,Claro,1
6293,Meu notebook ñ funciona o teclado,1
6294,Atendimento ruim,2
6295,Bom dia! Este Notebook está apresentando tremor na tela eventualmente....,1
6296,Ainda existe a possibilidade de contratar extensão da garantia?,1
6297,Parece algum mal contato da tela.... ao mexer na tela eventualmente também ocorre o problema...,1
6298,Preciso também de uma lista das oficinas autorizadas pela Lenovo em Porto Alegre....,1
6299,Pode ser....,1
6300,gostaria de adquirir equipamento,1
6301,Ele foi enviado recentemente para vcs,1
6302,O que devo fazer ??,1
6303,vou consusltar o site caso precise de mais informações te falo,1
6304,PE03GPD9,1
6305,ME RESPONDE,1
6306,Te agradeço a atenção e respostas até aqui. Vou avaliar e volto a fazer contato caso resolva enviar.,0
6307,Notebook modelo ideapad 330s não liga,1
6308,Endereço  Rua 100 N 548 setor N Bairro: Altos do Taruma  Cidade: Tangara da serra  Estado: Mato Grosso  Cep : 78 300 000,1
6309,"Me ligaram da Lenovo dizendo que meu computador já foi reparado e já chegou no correio próximo a minha casa, porém não tenho código de rastreio",1
6310,PE03TPNE,1
6311,Bom dia preciso da  dobradiça do ideapad 320,1
6312,Como posso enviar o aparelho é o tem custo de envio,1
6313,Vou avaliar..... Quanto tempo vale este orçamento?Tem garantia do serviço? Como faria para enviar? Quanto tempo leva entre o envio e o retorno?,1
6314,Ele foi enviado recentemente para assistência técnica,1
6315,Fala ai,1
6316,Manda,1
6317,Ou mim ligue por favor,1
6318,Onde a mesma me disse que um técnico entraria em contato comigo para fazer mais alguns testes,1
6319,(77)99845-7626,1
6320,Não foi solucionado continua da mesma forma,1
6321,"Ah sim, tanto imprevisível que não tem só eu reclamando",2
6322,"Se fosse só eu seria um caso atípico, mas como tem mais pessoas com o mesmo problema que o meu, isso é bem frequente...",2
6323,Vocês lêem as reclamações que tem no reclame aqui e no Facebook para falar que é um caso atípico?,2
6324,"Valor do equipamento foi 2799,00 reais",1
6325,Mim liga ai,1
6326,Tô com not aqui,1
6327,"Compre o meu notebook pelo menos pela metade do valor, isso já ajudaria",1
6328,Podemos realizar o teste,1
6329,"A ultima vez que usei foi sabado, ontem no fim de tarde liguei e ele iniciou normal mas logo depois desligou então pensei que fosse a bateria, botei o carregador e nem ligou mais, não, não apresentava nenhum problema antes",1
6330,"Não, obrigado",0
6331,Ok tudo bem,1
6332,Não resolveu ainda,1
6333,Vou entrar no procon,1
6334,Não vou gastar com a Lenovo,2
6335,Pode ser sim sem problemas,1
6336,"Quero meu dinheiro de volta, segunda vez que esse lixo da problema",2
6337,Vou continuar reclamando nas suas mídia sociais,2
6338,Ñ posso perder tempo,2
6339,Quero meu dinheiro de volta.,2
6340,Lento para abrir arquivos,1
6341,Dela msm sistema lento.,1
6342,Burocrática,1
6343,"numero do produto, 80je bios:bocn95ww",1
6344,"Entendo, esta data de nascimento é da Isis ?",1
6345,"É dela msm, tá em nome dela, já na dei o cpf, que lerdedos",1
6346,paguei o boleto dia 14 e não sei o que esta acontecendo,1
6347,Lerdos,2
6348,compra n 4334387509,1
6349,"verifique, por gentileza",1
6350,cpf 281.484.588-80,1
6351,Andre Gustavo `Pinto Silva TOrres,1
6352,"Bom dia! Resido em Teixeira de Freitas, na Bahia",1
6353,"e meu celular não está ligando, e nem carregando",1
6354,Ok como faço p adquirir,1
6355,Analista?,1
6356,PE01VT4E,1
6357,Se não tiver preciso pagar o frete?,1
6358,"Olá  Estou a procura de monitores touch de 15 ou ate 17 pol q leia apps. Para adapta-los em toten Um orçamento de 10 unidades inicial, qual seria o valor?",1
6359,Postar logo,1
6360,Hj msm já pode?,1
6361,"ok, só isso mesmo então",1
6362,vocês precisam arrumar esta informação,1
6363,não está tão difícil assim...,1
6364,Ta ok está em 10% ainda,1
6365,Está escrito apenas Z40 no adesivo,1
6366,sabe me dizer se esse modelo suporta os programas photoshop e corel draw?,1
6367,"Oi, agora estou na rua",1
6368,Tentei e não dá abre muitas de uma vez e trava totalmente,1
6369,"obrigada ,  eu ainda estou me habituando,mas qualquer duvida, me comunico.até.",1
6370,Não é esse o problema,1
6371,Problema na tela,1
6372,Apenas fotos,1
6373,"não, é que eu tenho dificuldade mesmo .não  que seja culpa do notebook ,mas da minha pouca experiência..",1
6374,"Pode assim que eu realizar, aviso",1
6375,PE03PXQZ,1
6376,Mancha,1
6377,"Sábado à noite ele pediu pra atualizar antes de desligar, botei. Quando vi a tela tava assim",1
6378,Já está desligado,1
6379,eu digo o tamanho etc,1
6380,Não tenho backup,1
6381,"No site, na historico de pedidos",1
6382,"Valor 1.699,99",1
6383,então eu posso trocar um um deste aqui que vai caber ne ?,1
6384,Não tenho clips pode ser outro objeto?,1
6385,"Efetuei o pagamento na segunda feira, quando acontece o faturamento?",1
6386,É essa bolinha?,1
6387,Vou aguardar então,1
6388,"Já cliquei, tá certo?",1
6389,Sim tenho um mas nunca usei aqui,1
6390,Fiz não,1
6391,a minha duvida mesmo é se esse formato ai cabe no meu notebook?,1
6392,Na tv tá aparecendo a tela normal,1
6393,Quero saber quanto irei receber meu Notebook? O mesmo voltou para assistência da fábrica.,1
6394,Não tem problema perder Arquivos não,1
6395,Tem previsão de quando irão iniciar a manutenção,1
6396,E gostaria de saber qual dessa o notebook é compativel?,1
6397,Mas vcs mandam mensagem dizendo oque esta havendo Na maquina ou ñ,1
6398,Desculpa,1
6399,Nesse caso so aceita PCle?,1
6400,Vc tambem,1
6401,O e-mail não abre as fotos,1
6402,"Pois eu não tenho muita coisa no notebook, uso somente para estudar",1
6403,Então essa garantia que eu estendi da Lenovo eu tenho que procurar eles lá ??,1
6404,Sabe me dizer?,1
6405,Pelo que eu conferi aqui,1
6406,Foi comprado no exterior,1
6407,"Poxa eu já estou a mais de 20 dias sem cumputador. Investi quase 7 mil reais neste notebook, apresenta um defeito, eu nem sei se vou conseguir reparar... Se eu conseguir, pelo visto ainda vai demorar MUITO TEMPO para vcs resolverem. É muito triste ter que ler isso.",2
6408,O Notebook foi comprado nos EUA,1
6409,"Mas já adianto que como comprei usado eu não tenho nota fiscal do produto, isso é um problema para conseguir o reparo?",1
6410,"Precisa ser a pessoa que comprou o equipamento? Quem comprou foi meu pai, e ainda sou de menor.",1
6411,"A que consta na NF, certo.",1
6412,Ou seja,1
6413,A Lenovo não vai fazer reparo nem que eu queira pagar para vocês consertarem somente por não ter uma nota fiscal?,1
6414,Isso é um total absurdo. Eu vou procurar o reclame aqui e se tiver que ir até na justiça irei. Como que não existe um suporte cara isso é surreal,2
6415,Vende o produto de 7 mil reais,1
6416,Se der problema depois da garantia,1
6417,O consumidor que se dane?,2
6418,Que absurdo,2
6419,"Certo, no momento não posso continuar este procedimento. Entro em contato mais tarde, obrigado.",1
6420,O problema foi resolvido,1
6421,Dps que instalei,1
6422,As atts,1
6423,Oque,1
6424,Denoco,1
6425,dúvidas,1
6426,atendimento,1
6427,PE03YHCG,1
6428,Gostaria de atendimento para configurar um desktop,1
6429,Diz que deu erro,1
6430,Gostaria de ver opções de configuração,1
6431,Que o serviço foi destruído,1
6432,Modelos de desktop,1
6433,Gostaria de ver modelos de desktops,1
6434,Desktops,1
6435,Modelos,1
6436,Ver modelos,1
6437,Agora entrou no  Modo boot manager,1
6438,Transferir para analista,1
6439,Meu notebook é bastante lento,1
6440,Demora de mais para ligar,1
6441,"Olá, como faço pra enviar um currículo pra esta empresa Lenovo? Sendo atendida ,fico desde já agradecida.",1
6442,Esta aparecendo essa atualização,1
6443,Vou fazer,1
6444,Amanhã,1
6445,"boa noite, meu notbook tá sem audio. já tentei de tudo e não volta",1
6446,Tam alguém ai?,1
6447,Escorregou da cama e na lateral da tela fez um amassado pequeno,1
6448,guiouro27@gmail.com,1
6449,nem o funcionario que atendeu.,1
6450,Aparece a mesma mensagem,1
6451,quero falar com um atendente,1
6452,A 30 segundos cliquei para abrir o Google cromr,1
6453,A máquina ainda não executou,1
6454,Pela falta de atenção estou indo para a dell,2
6455,Lentidão define essa máquina,1
6456,"Bom dia novamente, acabei de falar com o meu colega técnico ele disse que formatou o computador pelo sistema, porém percebi que quando ele inicializa não aparece mais a logo da Lenovo (acho que ele formatou com o cd original do Windows. Porém ele não abriu o notebook. Tem algum problema?",1
6457,Reformatou*,1
6458,Na verdade não tem nada importante nele,1
6459,Bom dia. Ontem realizei a compra de um note com o número da compra 4334389362  contudo hj recebi um email falando que minha compra foi cancelada sem dizer o motivo. Quero saber o motivo do cancelamento ??,1
6460,No quarto passo ele diz que não tenho permissão,1
6461,Hola,1
6462,Sistema Operacional,1
6463,Reiniciei,1
6464,Pretendo comprar um lenovo ideapad 330 com Linux Satux e gostaria de saber se posso mudar pra Windows?,1
6465,Encontrei: s/n PE03M007,1
6466,"O Hardware da versão com Windows é o mesmo do com Linux, inclusive a porta para unidade de DVD (conector) caso eu queira adicionar um.?",1
6467,Priscilla Rodrigues Reis,1
6468,Pq na nota fiscal não dá pra ver direito,1
6469,Se alinhar de novo volta ao normal,1
6470,"Nao. Muito obg, tenha um bom servico e um otimo descanso!!!",0
6471,pode verificar para mim,1
6472,carlosvieiramkt@hotmail.com,1
6473,16 3101 3242,1
6474,hum,1
6475,blz,1
6476,Tenho que enviar o computador?,1
6477,quero saber meu porte ],1
6478,BOm dia,1
6479,Qual a loja recomendada para peças de reposição ?,1
6480,"Ok, vou verificar dps entro em contato",1
6481,Eu tenho 7 dias pra enviar a partir de hoje?,1
6482,"Estou com trabalhos de aula que preciso do computador, será que posso enviar na primeira semana de julho",1
6483,Em julho tenho ferias,1
6484,Se não conseguir enviar até dia 28 posso pedir outro código,1
6485,"Boa noite, preciso de um notebook para uso pessoal ,oque recomendam?",1
6486,nunca foi tão difícil comprar um computador,2
6487,Nao resolveu,1
6488,tentando comprar um computador,1
6489,"Sim,acendeu o led",1
6490,Teclado f5,1
6491,consertar teclado,1
6492,saiu a tecla do teclado,1
6493,assistencia tecnica para consertar,1
6494,"Ola, eu tenho um smartphone 'lenovo vibe x3 c50' que eu comprei da china a um tempo atrás, ele estragou ja faz um tempo. Eu gostaria de arrumar ele pois ele é um telefone estraordinario, e gostaria do suporte da própria levono. Pois se tratar de um aparelho chines eu me disponibilizaria de comprar a peça de reposição e enviava para a assistência. Mas goataria de um suporte de qualidade",1
6495,ola boa noite,1
6496,estou com uma duvida com a bateria dele,1
6497,qual a solucao,1
6498,não sei qual modelo,1
6499,so queria saber comprei ele hoje quantas horas tenho q deixa ele carregando ?,1
6500,porque no manual não especifica quantas horas tem q ficar,1
6501,e o outro sem flash,1
6502,"TITULAR DA COMPRA  Pedro Lima e Silva CPF 099.338.094-82 num contato (84) 99614 4577 (84) 99683 4033 pedrolima.ec@outlook.com   Endereço de COBRANÇA  Rua Jurandy Sitaro da Costa, 175 CasaB16 CEP 59086-647    Endereço de ENTREGA  Vanessa Saback Rua José Luís Camargo Moreira, 202 Edf. Antilhas, ap 51, torre 2 Mansões Santo Antônio  CEP: 13.087-511",1
6503,"TITULAR DA COMPRA  Pedro Lima e Silva CPF 099.338.094-82 num contato (84) 99614 4577 (84) 99683 4033 pedrolima.ec@outlook.com   Endereço de COBRANÇA  Rua Jurandy Sitaro da Costa, 175 CasaB16 CEP 59086-647 Natal RN   Endereço de ENTREGA  Vanessa Saback Rua José Luís Camargo Moreira, 202 Edf. Antilhas, ap 51, torre 2 Mansões Santo Antônio  CEP: 13.087-511 Campinas SP",1
6504,"TITULAR DA COMPRA  Pedro Lima e Silva CPF 099.338.094-82 num contato (84) 99614 4577 (84) 99683 4033 pedrolima.ec@outlook.com   Endereço de COBRANÇA  Rua Jurandy Sitaro da Costa, 175 CasaB16 Neópolis CEP 59086-647 Natal RN   Endereço de ENTREGA  Vanessa Saback Rua José Luís Camargo Moreira, 202 Edf. Antilhas, ap 51, torre 2 Mansões Santo Antônio  CEP: 13.087-511 Campinas SP",1
6505,A como consertar um Palm cce,1
6506,Meu tablet n funciona,1
6507,"Já tentei, não deu nem uma das opções",1
6508,"Olá, Pretendo adiquirir um produto Lenovo, porém, percebi que o produto que me agrada não possui uma bateria que me agrada. Ao fazer um pedido, é possivel solicitar uma bateria melhor?",1
6509,"boa noite, poderiam me ajudar? enviei meu notebook para a autorizada e fizeram a troca do HD. Sendo, que quando recebi de volta, está muito lento e não consigo fazer meus trabalhos da faculdade. sabe como posso proceder? Desde já agradecida",1
6510,"não me ajudou, preciso de uma solução, pois quando adiquiri o produto, estava muito bom, com menos de 2 meses de uso, ele danificou do nada, agora upgrade não vou fazer pq tem que gastar e não tenho dinheiro pra isso",2
6511,"Honestamente, muito obrigado. O serviço de vocês é bom, cara... Mas no site precisa deixar claro que o Facebook é onde os clientes vão encontrar ajuda. Tentei todos os números de telefone, e o WhatsApp",0
6512,Tá reiniciando,1
6513,"Ok, se for a drenagem de bateria, já fiz, vi no fórum da lenovo",1
6514,A lembrei de uma pergunta,1
6515,Gostaria mesmo é de levar a uma autorizada,1
6516,Precisa de uma cópia da nota fiscal?,1
6517,Consegui,1
6518,"acabei de mandar mais uma vez e-mail ao webshop@lenovo.com , retornou por erro, esse e-mail não está funcionando",1
6519,"Ok, só colocar a cópia dentro?",1
6520,"The email address you entered couldn't be found. Please check the recipient's email address and try to resend the message. If the problem continues, please contact your email admin.         Diagnostic information for administrators:  Generating server: reswpmail01.lenovo.com webshop@lenovo.com Remote Server returned '550 5.1.10 RESOLVER.ADR.RecipientNotFound; Recipient not found by SMTP address lookup'",1
6521,Continua péssimo,2
6522,"Entendo, já fiz abertura do produto, aumentei a memória ram, coloquei uma memória m.2",1
6523,Presciso de peça caraça,1
6524,Não sei até que ponto isso afeta a garantia,1
6525,E respondi vcs no reclameaqui,1
6526,"Antes de enviar, preciso lhe falar logo tudo que foi feito, quando ele apresentou o defeito eu fiz a drenagem da bateria e como não deu certo também retirei a bateria para vê se ele ligava sem ela, ou seja os parafusos da bateria podem está com aparência de retirados",1
6527,Sim é a dobradiça da tampa 320,1
6528,A caixa do notebook vai embalada em algo ou só ela?,1
6529,Nao achei o botao de precionar o clips,1
6530,Porém até o de lembro só retirei a bateria e coloquei de volta,1
6531,Achei agora,1
6532,E ainda não funcionou,1
6533,Ou me troque por um mais barato que pelo menos funcione,1
6534,Como isso implica na garantia?,1
6535,Olha eu não tenho arquivos salvos nele não,1
6536,"Sim, só retirei para vê se ligava sem ela",1
6537,Sim pode,1
